TDS #,EDP,# days,Current Charges,Consumption,Water&Sewer Charges,Other Charges,,Total Charges,,,,,,,,,,,,,
92,670,29,111.11,11,111.11,0,,222.22,,,,,,,,,,,,,
92,670,33,41.88,3,41.88,0,,83.76,,,,,,,,,,,,,
92,670,30,38.07,0,0,38.07,,76.14,,,,,,,,,,,,,
92,670,31,39.34,4,39.34,0,,78.68,,,,,,,,,,,,,
345,761,523,64232.38,7462,64232.38,0,,128464.76,,,,,,,,,,,,,
345,761,207,27380.81,2953,27380.81,0,,54761.62,,,,,,,,,,,,,
345,761,31,4265.21,460,4265.21,0,,8530.42,,,,,,,,,,,,,
345,761,28,3467.8,374,3467.8,0,,6935.6,,,,,,,,,,,,,
345,761,29,2874.38,310,2874.38,0,,5748.76,,,,,,,,,,,,,
345,761,30,2651.85,286,2651.85,0,,5303.7,,,,,,,,,,,,,
345,761,32,2828.02,305,2828.02,0,,5656.04,,,,,,,,,,,,,
345,761,30,3042.94,320,3042.94,0,,6085.88,,,,,,,,,,,,,
345,761,30,2980.31,311,2980.31,0,,5960.62,,,,,,,,,,,,,
345,761,32,3143.22,328,3143.22,0,,6286.44,,,,,,,,,,,,,
345,761,30,2664.07,278,2664.07,0,,5328.14,,,,,,,,,,,,,
345,761,32,2999.48,313,2999.48,0,,5998.96,,,,,,,,,,,,,
345,761,28,2443.67,255,2443.67,0,,4887.34,,,,,,,,,,,,,
345,761,32,2635.33,275,2635.33,0,,5270.66,,,,,,,,,,,,,
345,761,31,2606.58,272,2606.58,0,,5213.16,,,,,,,,,,,,,
345,761,28,2625.74,274,2625.74,0,,5251.48,,,,,,,,,,,,,
345,761,30,3267.8,341,3267.8,0,,6535.6,,,,,,,,,,,,,
345,761,29,3124.06,326,3124.06,0,,6248.12,,,,,,,,,,,,,
345,761,29,2740.74,286,2740.74,0,,5481.48,,,,,,,,,,,,,
345,761,34,3161.59,324,3161.59,0,,6323.18,,,,,,,,,,,,,
345,761,29,2950.5,299,2950.5,0,,5901,,,,,,,,,,,,,
345,761,92,8806.44,1003,8806.44,0,,17612.88,,,,,,,,,,,,,
345,761,92,6005.59,684,6005.59,0,,12011.18,,,,,,,,,,,,,
345,761,68,6506.05,741,6506.05,0,,13012.1,,,,,,,,,,,,,
345,761,68,4433.95,505,4433.95,0,,8867.9,,,,,,,,,,,,,
345,761,30,2871.09,327,2871.09,0,,5742.18,,,,,,,,,,,,,
345,761,30,1957.96,223,1957.96,0,,3915.92,,,,,,,,,,,,,
