TDS #,EDP,# days,Current Charges,Consumption,Water&Sewer Charges,Other Charges,,Total Charges,,,,,,,,,,,,,
260,397,28,55.63,6,55.63,0,,111.26,,,,,,,,,,,,,
260,397,29,37.09,4,37.09,0,,74.18,,,,,,,,,,,,,
260,397,30,38.07,4,38.07,0,,76.14,,,,,,,,,,,,,
260,397,32,40.61,5,40.61,0,,81.22,,,,,,,,,,,,,
260,397,30,58.07,6,58.07,0,,116.14,,,,,,,,,,,,,
260,397,30,47.92,5,47.92,0,,95.84,,,,,,,,,,,,,
260,397,32,40.61,1,40.61,0,,81.22,,,,,,,,,,,,,
260,397,30,38.07,3,38.07,0,,76.14,,,,,,,,,,,,,
260,397,32,40.61,3,40.61,0,,81.22,,,,,,,,,,,,,
260,397,28,35.53,3,35.53,0,,71.06,,,,,,,,,,,,,
260,397,32,67.08,7,67.08,0,,134.16,,,,,,,,,,,,,
260,397,31,86.25,9,86.25,0,,172.5,,,,,,,,,,,,,
260,397,28,38.33,4,38.33,0,,76.66,,,,,,,,,,,,,
260,397,30,47.92,5,47.92,0,,95.84,,,,,,,,,,,,,
260,397,29,36.8,3,36.8,0,,73.6,,,,,,,,,,,,,
260,397,29,47.92,5,47.92,0,,95.84,,,,,,,,,,,,,
260,397,34,44.83,4,44.83,0,,89.66,,,,,,,,,,,,,
260,397,29,49.34,5,49.34,0,,98.68,,,,,,,,,,,,,
260,397,32,40.61,4,40.61,0,,81.22,,,,,,,,,,,,,
260,397,23,29.6,3,29.6,0,,59.2,,,,,,,,,,,,,
260,397,98,228.28,26,228.28,0,,456.56,,,,,,,,,,,,,
260,397,29,70.24,8,70.24,0,,140.48,,,,,,,,,,,,,
260,397,33,79.02,9,79.02,0,,158.04,,,,,,,,,,,,,
260,397,29,82.38,9,82.38,0,,164.76,,,,,,,,,,,,,
260,397,30,74.18,8,74.18,0,,148.36,,,,,,,,,,,,,
260,397,33,64.91,7,64.91,0,,129.82,,,,,,,,,,,,,
260,397,30,74.18,8,74.18,0,,148.36,,,,,,,,,,,,,
260,397,33,92.72,10,92.72,0,,185.44,,,,,,,,,,,,,
260,397,27,64.91,7,64.91,0,,129.82,,,,,,,,,,,,,
260,397,32,64.91,7,64.91,0,,129.82,,,,,,,,,,,,,
260,397,31,64.91,7,64.91,0,,129.82,,,,,,,,,,,,,
260,397,28,55.63,6,55.63,0,,111.26,,,,,,,,,,,,,
260,397,29,64.91,7,64.91,0,,129.82,,,,,,,,,,,,,
260,397,30,74.18,8,74.18,0,,148.36,,,,,,,,,,,,,
260,397,32,74.18,8,74.18,0,,148.36,,,,,,,,,,,,,
260,397,30,66.46,7,66.46,0,,132.92,,,,,,,,,,,,,
260,397,30,47.92,5,47.92,0,,95.84,,,,,,,,,,,,,
260,397,32,86.25,9,86.25,0,,172.5,,,,,,,,,,,,,
260,397,30,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,33,76.66,8,76.66,0,,153.32,,,,,,,,,,,,,
260,397,27,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,32,67.08,7,67.08,0,,134.16,,,,,,,,,,,,,
260,397,31,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,28,67.08,7,67.08,0,,134.16,,,,,,,,,,,,,
260,397,30,76.66,8,76.66,0,,153.32,,,,,,,,,,,,,
260,397,29,67.08,7,67.08,0,,134.16,,,,,,,,,,,,,
260,397,29,86.25,9,86.25,0,,172.5,,,,,,,,,,,,,
260,397,34,216.24,22,216.24,0,,432.48,,,,,,,,,,,,,
260,397,8,39.47,4,39.47,0,,78.94,,,,,,,,,,,,,
260,397,91,149.26,17,149.26,0,,298.52,,,,,,,,,,,,,
260,397,68,114.14,13,114.14,0,,228.28,,,,,,,,,,,,,
260,397,29,61.46,7,61.46,0,,122.92,,,,,,,,,,,,,
260,397,33,52.68,6,52.68,0,,105.36,,,,,,,,,,,,,
260,397,29,91.53,10,91.53,0,,183.06,,,,,,,,,,,,,
260,397,30,38.07,4,38.07,0,,76.14,,,,,,,,,,,,,
260,397,33,55.63,6,55.63,0,,111.26,,,,,,,,,,,,,
260,397,30,64.91,7,64.91,0,,129.82,,,,,,,,,,,,,
260,397,33,55.63,6,55.63,0,,111.26,,,,,,,,,,,,,
260,397,27,55.63,6,55.63,0,,111.26,,,,,,,,,,,,,
260,397,32,64.91,7,64.91,0,,129.82,,,,,,,,,,,,,
260,397,31,55.63,6,55.63,0,,111.26,,,,,,,,,,,,,
260,397,28,37.09,4,37.09,0,,74.18,,,,,,,,,,,,,
260,397,29,36.8,3,36.8,0,,73.6,,,,,,,,,,,,,
260,397,30,38.07,4,38.07,0,,76.14,,,,,,,,,,,,,
260,397,32,74.18,8,74.18,0,,148.36,,,,,,,,,,,,,
260,397,30,96.4,10,96.4,0,,192.8,,,,,,,,,,,,,
260,397,30,67.08,7,67.08,0,,134.16,,,,,,,,,,,,,
260,397,32,76.66,8,76.66,0,,153.32,,,,,,,,,,,,,
260,397,30,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,32,40.61,5,40.61,0,,81.22,,,,,,,,,,,,,
260,397,28,47.92,5,47.92,0,,95.84,,,,,,,,,,,,,
260,397,32,67.08,7,67.08,0,,134.16,,,,,,,,,,,,,
260,397,31,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,28,47.92,5,47.92,0,,95.84,,,,,,,,,,,,,
260,397,30,47.92,5,47.92,0,,95.84,,,,,,,,,,,,,
260,397,29,47.92,5,47.92,0,,95.84,,,,,,,,,,,,,
260,397,29,67.08,7,67.08,0,,134.16,,,,,,,,,,,,,
260,397,34,78.38,8,78.38,0,,156.76,,,,,,,,,,,,,
260,397,29,98.68,10,98.68,0,,197.36,,,,,,,,,,,,,
260,397,32,59.21,6,59.21,0,,118.42,,,,,,,,,,,,,
260,397,30,38.07,4,38.07,0,,76.14,,,,,,,,,,,,,
260,397,32,40.61,5,40.61,0,,81.22,,,,,,,,,,,,,
260,397,28,59.21,6,59.21,0,,118.42,,,,,,,,,,,,,
260,397,32,69.08,7,69.08,0,,138.16,,,,,,,,,,,,,
260,397,28,59.21,6,59.21,0,,118.42,,,,,,,,,,,,,
260,397,28,49.34,5,49.34,0,,98.68,,,,,,,,,,,,,
260,397,33,59.21,6,59.21,0,,118.42,,,,,,,,,,,,,
260,397,30,59.21,6,59.21,0,,118.42,,,,,,,,,,,,,
260,397,32,69.08,7,69.08,0,,138.16,,,,,,,,,,,,,
260,397,31,88.82,9,88.82,0,,177.64,,,,,,,,,,,,,
260,397,27,88.81,9,88.81,0,,177.62,,,,,,,,,,,,,
260,397,92,109.61,3,109.61,0,,219.22,,,,,,,,,,,,,
260,397,39,46.46,1,46.46,0,,92.92,,,,,,,,,,,,,
260,397,30,35.74,1,35.74,0,,71.48,,,,,,,,,,,,,
260,397,29,34.55,1,34.55,0,,69.1,,,,,,,,,,,,,
260,397,31,38.8,1,38.8,0,,77.6,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,33,41.88,1,41.88,0,,83.76,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,32,40.61,1,40.61,0,,81.22,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,31,39.34,1,39.34,0,,78.68,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,32,40.61,1,40.61,0,,81.22,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,32,40.61,1,40.61,0,,81.22,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,31,39.34,1,39.34,0,,78.68,,,,,,,,,,,,,
260,397,31,39.34,1,39.34,0,,78.68,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,31,39.34,1,39.34,0,,78.68,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,33,41.88,1,41.88,0,,83.76,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,32,40.61,1,40.61,0,,81.22,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,33,41.88,1,41.88,0,,83.76,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,32,40.61,1,40.61,0,,81.22,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,33,41.88,1,41.88,0,,83.76,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,32,40.61,1,40.61,0,,81.22,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,33,41.88,1,41.88,0,,83.76,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,91,184.38,21,184.38,0,,368.76,,,,,,,,,,,,,
260,397,60,114.14,13,114.14,0,,228.28,,,,,,,,,,,,,
260,397,29,61.46,7,61.46,0,,122.92,,,,,,,,,,,,,
260,397,31,61.46,7,61.46,0,,122.92,,,,,,,,,,,,,
260,397,31,62.84,7,62.84,0,,125.68,,,,,,,,,,,,,
260,397,30,92.72,10,92.72,0,,185.44,,,,,,,,,,,,,
260,397,33,74.18,8,74.18,0,,148.36,,,,,,,,,,,,,
260,397,30,64.91,7,64.91,0,,129.82,,,,,,,,,,,,,
260,397,33,74.18,8,74.18,0,,148.36,,,,,,,,,,,,,
260,397,27,64.91,7,64.91,0,,129.82,,,,,,,,,,,,,
260,397,32,40.61,5,40.61,0,,81.22,,,,,,,,,,,,,
260,397,31,64.91,7,64.91,0,,129.82,,,,,,,,,,,,,
260,397,28,55.63,6,55.63,0,,111.26,,,,,,,,,,,,,
260,397,29,55.63,6,55.63,0,,111.26,,,,,,,,,,,,,
260,397,30,74.18,8,74.18,0,,148.36,,,,,,,,,,,,,
260,397,32,64.91,7,64.91,0,,129.82,,,,,,,,,,,,,
260,397,30,85.62,9,85.62,0,,171.24,,,,,,,,,,,,,
260,397,30,67.08,7,67.08,0,,134.16,,,,,,,,,,,,,
260,397,32,67.08,7,67.08,0,,134.16,,,,,,,,,,,,,
260,397,30,76.66,8,76.66,0,,153.32,,,,,,,,,,,,,
260,397,32,76.66,8,76.66,0,,153.32,,,,,,,,,,,,,
260,397,28,86.25,9,86.25,0,,172.5,,,,,,,,,,,,,
260,397,32,115,12,115,0,,230,,,,,,,,,,,,,
260,397,31,95.83,10,95.83,0,,191.66,,,,,,,,,,,,,
260,397,28,86.25,9,86.25,0,,172.5,,,,,,,,,,,,,
260,397,30,67.08,7,67.08,0,,134.16,,,,,,,,,,,,,
260,397,29,86.25,9,86.25,0,,172.5,,,,,,,,,,,,,
260,397,29,86.25,9,86.25,0,,172.5,,,,,,,,,,,,,
260,397,34,107.41,11,107.41,0,,214.82,,,,,,,,,,,,,
260,397,29,98.68,10,98.68,0,,197.36,,,,,,,,,,,,,
260,397,32,69.08,7,69.08,0,,138.16,,,,,,,,,,,,,
260,397,32,98.68,10,98.68,0,,197.36,,,,,,,,,,,,,
260,397,33,98.68,10,98.68,0,,197.36,,,,,,,,,,,,,
260,397,28,59.21,6,59.21,0,,118.42,,,,,,,,,,,,,
260,397,29,69.08,7,69.08,0,,138.16,,,,,,,,,,,,,
260,397,28,69.08,7,69.08,0,,138.16,,,,,,,,,,,,,
260,397,28,78.94,8,78.94,0,,157.88,,,,,,,,,,,,,
260,397,33,88.81,9,88.81,0,,177.62,,,,,,,,,,,,,
260,397,30,78.94,8,78.94,0,,157.88,,,,,,,,,,,,,
260,397,32,108.55,11,108.55,0,,217.1,,,,,,,,,,,,,
260,397,31,88.81,9,88.81,0,,177.62,,,,,,,,,,,,,
260,397,28,78.94,8,78.94,0,,157.88,,,,,,,,,,,,,
260,397,33,187.49,19,187.49,0,,374.98,,,,,,,,,,,,,
260,397,24,69.08,7,69.08,0,,138.16,,,,,,,,,,,,,
260,397,91,219.5,25,219.5,0,,439,,,,,,,,,,,,,
260,397,39,46.46,5,46.46,0,,92.92,,,,,,,,,,,,,
260,397,29,35.12,4,35.12,0,,70.24,,,,,,,,,,,,,
260,397,33,39.32,4,39.32,0,,78.64,,,,,,,,,,,,,
260,397,29,36.62,4,36.62,0,,73.24,,,,,,,,,,,,,
260,397,30,38.07,3,38.07,0,,76.14,,,,,,,,,,,,,
260,397,33,41.88,4,41.88,0,,83.76,,,,,,,,,,,,,
260,397,30,38.07,3,38.07,0,,76.14,,,,,,,,,,,,,
260,397,33,41.88,3,41.88,0,,83.76,,,,,,,,,,,,,
260,397,27,37.09,4,37.09,0,,74.18,,,,,,,,,,,,,
260,397,32,40.61,5,40.61,0,,81.22,,,,,,,,,,,,,
260,397,31,39.34,4,39.34,0,,78.68,,,,,,,,,,,,,
260,397,28,35.53,3,35.53,0,,71.06,,,,,,,,,,,,,
260,397,29,37.09,4,37.09,0,,74.18,,,,,,,,,,,,,
260,397,30,46.36,5,46.36,0,,92.72,,,,,,,,,,,,,
260,397,32,55.63,6,55.63,0,,111.26,,,,,,,,,,,,,
260,397,30,38.9,4,38.9,0,,77.8,,,,,,,,,,,,,
260,397,30,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,32,172.49,18,172.49,0,,344.98,,,,,,,,,,,,,
260,397,30,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,32,40.61,5,40.61,0,,81.22,,,,,,,,,,,,,
260,397,28,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,32,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,31,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,28,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,30,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,29,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,29,57.5,6,57.5,0,,115,,,,,,,,,,,,,
260,397,34,77.8,8,77.8,0,,155.6,,,,,,,,,,,,,
260,397,29,59.21,6,59.21,0,,118.42,,,,,,,,,,,,,
260,397,32,40.61,5,40.61,0,,81.22,,,,,,,,,,,,,
260,397,30,38.07,3,38.07,0,,76.14,,,,,,,,,,,,,
260,397,32,40.61,4,40.61,0,,81.22,,,,,,,,,,,,,
260,397,28,49.34,5,49.34,0,,98.68,,,,,,,,,,,,,
260,397,32,59.21,6,59.21,0,,118.42,,,,,,,,,,,,,
260,397,28,49.34,5,49.34,0,,98.68,,,,,,,,,,,,,
260,397,28,39.47,4,39.47,0,,78.94,,,,,,,,,,,,,
260,397,33,41.88,5,41.88,0,,83.76,,,,,,,,,,,,,
260,397,30,38.07,3,38.07,0,,76.14,,,,,,,,,,,,,
260,397,32,40.61,4,40.61,0,,81.22,,,,,,,,,,,,,
260,397,31,49.34,5,49.34,0,,98.68,,,,,,,,,,,,,
260,397,28,49.34,5,49.34,0,,98.68,,,,,,,,,,,,,
260,397,33,98.68,10,98.68,0,,197.36,,,,,,,,,,,,,
260,397,33,128.28,13,128.28,0,,256.56,,,,,,,,,,,,,
260,397,29,157.89,16,157.89,0,,315.78,,,,,,,,,,,,,
260,397,29,197.36,20,197.36,0,,394.72,,,,,,,,,,,,,
260,397,34,305.9,31,305.9,0,,611.8,,,,,,,,,,,,,
260,397,29,197.36,20,197.36,0,,394.72,,,,,,,,,,,,,
260,397,29,138.15,14,138.15,0,,276.3,,,,,,,,,,,,,
260,397,29,148.02,15,148.02,0,,296.04,,,,,,,,,,,,,
260,397,28,128.28,13,128.28,0,,256.56,,,,,,,,,,,,,
260,397,34,157.89,16,157.89,0,,315.78,,,,,,,,,,,,,
260,397,32,157.89,16,157.89,0,,315.78,,,,,,,,,,,,,
260,397,29,276.3,28,276.3,0,,552.6,,,,,,,,,,,,,
260,397,31,315.77,32,315.77,0,,631.54,,,,,,,,,,,,,
260,397,31,256.57,26,256.57,0,,513.14,,,,,,,,,,,,,
260,397,32,276.3,28,276.3,0,,552.6,,,,,,,,,,,,,
260,397,27,49.34,5,49.34,0,,98.68,,,,,,,,,,,,,
260,397,34,43.15,4,43.15,0,,86.3,,,,,,,,,,,,,
260,397,29,36.8,1,36.8,0,,73.6,,,,,,,,,,,,,
260,397,29,39.47,4,39.47,0,,78.94,,,,,,,,,,,,,
260,397,31,78.94,8,78.94,0,,157.88,,,,,,,,,,,,,
260,397,30,69.08,7,69.08,0,,138.16,,,,,,,,,,,,,
260,397,29,59.21,6,59.21,0,,118.42,,,,,,,,,,,,,
260,397,33,70.25,7,70.25,0,,140.5,,,,,,,,,,,,,
260,397,31,60.61,6,60.61,0,,121.22,,,,,,,,,,,,,
260,397,32,80.81,8,80.81,0,,161.62,,,,,,,,,,,,,
260,397,29,50.51,5,50.51,0,,101.02,,,,,,,,,,,,,
260,397,33,60.61,6,60.61,0,,121.22,,,,,,,,,,,,,
260,397,28,60.61,6,60.61,0,,121.22,,,,,,,,,,,,,
260,397,31,90.91,9,90.91,0,,181.82,,,,,,,,,,,,,
260,397,29,111.11,11,111.11,0,,222.22,,,,,,,,,,,,,
260,397,31,111.11,11,111.11,0,,222.22,,,,,,,,,,,,,
260,397,29,80.81,8,80.81,0,,161.62,,,,,,,,,,,,,
260,397,30,60.61,6,60.61,0,,121.22,,,,,,,,,,,,,
260,397,29,36.8,3,36.8,0,,73.6,,,,,,,,,,,,,
260,397,33,74.69,7,74.69,0,,149.38,,,,,,,,,,,,,
260,397,30,72.34,7,72.34,0,,144.68,,,,,,,,,,,,,
260,397,31,72.34,7,72.34,0,,144.68,,,,,,,,,,,,,
260,397,91,465.35,53,465.35,0,,930.7,,,,,,,,,,,,,
260,397,68,395.1,45,395.1,0,,790.2,,,,,,,,,,,,,
260,397,29,184.38,21,184.38,0,,368.76,,,,,,,,,,,,,
260,397,33,307.3,35,307.3,0,,614.6,,,,,,,,,,,,,
260,397,29,311.22,34,311.22,0,,622.44,,,,,,,,,,,,,
260,397,30,324.53,35,324.53,0,,649.06,,,,,,,,,,,,,
260,397,33,417.25,45,417.25,0,,834.5,,,,,,,,,,,,,
260,397,30,324.53,35,324.53,0,,649.06,,,,,,,,,,,,,
260,397,33,389.43,42,389.43,0,,778.86,,,,,,,,,,,,,
260,397,27,343.07,37,343.07,0,,686.14,,,,,,,,,,,,,
260,397,32,324.53,35,324.53,0,,649.06,,,,,,,,,,,,,
260,397,31,287.44,31,287.44,0,,574.88,,,,,,,,,,,,,
260,397,28,259.62,28,259.62,0,,519.24,,,,,,,,,,,,,
260,397,29,231.81,25,231.81,0,,463.62,,,,,,,,,,,,,
260,397,30,278.17,30,278.17,0,,556.34,,,,,,,,,,,,,
260,397,32,241.08,26,241.08,0,,482.16,,,,,,,,,,,,,
260,397,30,265.21,28,265.21,0,,530.42,,,,,,,,,,,,,
260,397,30,258.74,27,258.74,0,,517.48,,,,,,,,,,,,,
260,397,32,249.16,26,249.16,0,,498.32,,,,,,,,,,,,,
260,397,30,249.16,26,249.16,0,,498.32,,,,,,,,,,,,,
260,397,32,249.16,26,249.16,0,,498.32,,,,,,,,,,,,,
260,397,28,239.58,25,239.58,0,,479.16,,,,,,,,,,,,,
260,397,32,201.24,21,201.24,0,,402.48,,,,,,,,,,,,,
260,397,31,191.66,20,191.66,0,,383.32,,,,,,,,,,,,,
260,397,28,191.66,20,191.66,0,,383.32,,,,,,,,,,,,,
260,397,30,191.66,20,191.66,0,,383.32,,,,,,,,,,,,,
260,397,29,162.91,17,162.91,0,,325.82,,,,,,,,,,,,,
260,397,29,162.91,17,162.91,0,,325.82,,,,,,,,,,,,,
260,397,34,234.55,24,234.55,0,,469.1,,,,,,,,,,,,,
260,397,29,197.36,20,197.36,0,,394.72,,,,,,,,,,,,,
260,397,32,187.49,19,187.49,0,,374.98,,,,,,,,,,,,,
260,397,30,167.75,17,167.75,0,,335.5,,,,,,,,,,,,,
260,397,32,197.36,20,197.36,0,,394.72,,,,,,,,,,,,,
260,397,28,177.62,18,177.62,0,,355.24,,,,,,,,,,,,,
260,397,32,187.49,19,187.49,0,,374.98,,,,,,,,,,,,,
260,397,28,148.02,15,148.02,0,,296.04,,,,,,,,,,,,,
260,397,28,148.02,15,148.02,0,,296.04,,,,,,,,,,,,,
260,397,33,197.36,20,197.36,0,,394.72,,,,,,,,,,,,,
260,397,30,167.75,17,167.75,0,,335.5,,,,,,,,,,,,,
260,397,32,157.89,16,157.89,0,,315.78,,,,,,,,,,,,,
260,397,31,167.76,17,167.76,0,,335.52,,,,,,,,,,,,,
260,397,28,177.62,18,177.62,0,,355.24,,,,,,,,,,,,,
260,397,33,177.62,18,177.62,0,,355.24,,,,,,,,,,,,,
260,397,33,167.75,17,167.75,0,,335.5,,,,,,,,,,,,,
260,397,29,167.75,17,167.75,0,,335.5,,,,,,,,,,,,,
260,397,29,148.02,15,148.02,0,,296.04,,,,,,,,,,,,,
260,397,34,167.75,17,167.75,0,,335.5,,,,,,,,,,,,,
260,397,29,128.28,13,128.28,0,,256.56,,,,,,,,,,,,,
260,397,29,118.41,12,118.41,0,,236.82,,,,,,,,,,,,,
260,397,29,118.41,12,118.41,0,,236.82,,,,,,,,,,,,,
260,397,28,118.41,12,118.41,0,,236.82,,,,,,,,,,,,,
260,397,34,138.15,14,138.15,0,,276.3,,,,,,,,,,,,,
260,397,32,138.15,14,138.15,0,,276.3,,,,,,,,,,,,,
260,397,29,118.41,12,118.41,0,,236.82,,,,,,,,,,,,,
260,397,31,128.28,13,128.28,0,,256.56,,,,,,,,,,,,,
260,397,31,108.55,11,108.55,0,,217.1,,,,,,,,,,,,,
260,397,32,128.28,13,128.28,0,,256.56,,,,,,,,,,,,,
260,397,27,108.55,11,108.55,0,,217.1,,,,,,,,,,,,,
260,397,34,128.28,13,128.28,0,,256.56,,,,,,,,,,,,,
260,397,29,98.68,10,98.68,0,,197.36,,,,,,,,,,,,,
260,397,29,108.55,11,108.55,0,,217.1,,,,,,,,,,,,,
260,397,31,118.41,12,118.41,0,,236.82,,,,,,,,,,,,,
260,397,30,108.55,11,108.55,0,,217.1,,,,,,,,,,,,,
260,397,29,118.41,12,118.41,0,,236.82,,,,,,,,,,,,,
260,397,33,130.38,13,130.38,0,,260.76,,,,,,,,,,,,,
260,397,31,121.21,12,121.21,0,,242.42,,,,,,,,,,,,,
260,397,32,121.21,12,121.21,0,,242.42,,,,,,,,,,,,,
260,397,29,101.01,10,101.01,0,,202.02,,,,,,,,,,,,,
260,397,33,111.11,11,111.11,0,,222.22,,,,,,,,,,,,,
260,397,28,80.81,8,80.81,0,,161.62,,,,,,,,,,,,,
260,397,31,90.91,9,90.91,0,,181.82,,,,,,,,,,,,,
260,397,29,90.91,9,90.91,0,,181.82,,,,,,,,,,,,,
260,397,31,90.91,9,90.91,0,,181.82,,,,,,,,,,,,,
260,397,29,70.71,7,70.71,0,,141.42,,,,,,,,,,,,,
260,397,30,90.91,9,90.91,0,,181.82,,,,,,,,,,,,,
260,397,29,80.81,8,80.81,0,,161.62,,,,,,,,,,,,,
260,397,33,123.07,12,123.07,0,,246.14,,,,,,,,,,,,,
260,397,30,103.34,10,103.34,0,,206.68,,,,,,,,,,,,,
260,397,31,103.34,10,103.34,0,,206.68,,,,,,,,,,,,,
260,397,92,324.86,37,324.86,0,,649.72,,,,,,,,,,,,,
260,397,39,140.48,16,140.48,0,,280.96,,,,,,,,,,,,,
260,397,30,105.36,12,105.36,0,,210.72,,,,,,,,,,,,,
260,397,29,105.36,12,105.36,0,,210.72,,,,,,,,,,,,,
260,397,31,109.69,12,109.69,0,,219.38,,,,,,,,,,,,,
260,397,30,111.27,12,111.27,0,,222.54,,,,,,,,,,,,,
260,397,33,120.54,13,120.54,0,,241.08,,,,,,,,,,,,,
260,397,30,111.27,12,111.27,0,,222.54,,,,,,,,,,,,,
260,397,32,120.54,13,120.54,0,,241.08,,,,,,,,,,,,,
260,397,30,111.27,12,111.27,0,,222.54,,,,,,,,,,,,,
260,397,29,111.27,12,111.27,0,,222.54,,,,,,,,,,,,,
260,397,31,111.27,12,111.27,0,,222.54,,,,,,,,,,,,,
260,397,29,111.27,12,111.27,0,,222.54,,,,,,,,,,,,,
260,397,30,111.27,12,111.27,0,,222.54,,,,,,,,,,,,,
260,397,37,46.96,0,46.96,0,,93.92,,,,,,,,,,,,,
260,397,365,463.22,1,463.22,0,,926.44,,,,,,,,,,,,,
260,397,366,464.49,1,464.49,0,,928.98,,,,,,,,,,,,,
260,397,114,144.68,1,144.68,0,,289.36,,,,,,,,,,,,,
260,397,33,41.88,1,41.88,0,,83.76,,,,,,,,,,,,,
260,397,30,38.07,1,38.07,0,,76.14,,,,,,,,,,,,,
260,397,32,40.61,1,40.61,0,,81.22,,,,,,,,,,,,,
260,397,29,36.8,0,36.8,0,,73.6,,,,,,,,,,,,,
260,397,98,842.89,96,842.89,0,,1685.78,,,,,,,,,,,,,
260,397,29,193.16,22,193.16,0,,386.32,,,,,,,,,,,,,
260,397,33,228.28,26,228.28,0,,456.56,,,,,,,,,,,,,
260,397,29,237.99,26,237.99,0,,475.98,,,,,,,,,,,,,
260,397,30,157.63,17,157.63,0,,315.26,,,,,,,,,,,,,
260,397,33,176.17,19,176.17,0,,352.34,,,,,,,,,,,,,
260,397,30,157.63,17,157.63,0,,315.26,,,,,,,,,,,,,
260,397,33,139.08,15,139.08,0,,278.16,,,,,,,,,,,,,
260,397,27,148.36,16,148.36,0,,296.72,,,,,,,,,,,,,
260,397,32,166.9,18,166.9,0,,333.8,,,,,,,,,,,,,
260,397,31,129.81,14,129.81,0,,259.62,,,,,,,,,,,,,
260,397,28,101.99,11,101.99,0,,203.98,,,,,,,,,,,,,
260,397,29,111.27,12,111.27,0,,222.54,,,,,,,,,,,,,
260,397,30,129.81,14,129.81,0,,259.62,,,,,,,,,,,,,
260,397,32,129.81,14,129.81,0,,259.62,,,,,,,,,,,,,
260,397,30,142.82,15,142.82,0,,285.64,,,,,,,,,,,,,
260,397,30,229.99,24,229.99,0,,459.98,,,,,,,,,,,,,
260,397,32,258.74,27,258.74,0,,517.48,,,,,,,,,,,,,
260,397,30,220.41,23,220.41,0,,440.82,,,,,,,,,,,,,
260,397,32,297.07,31,297.07,0,,594.14,,,,,,,,,,,,,
260,397,28,325.82,34,325.82,0,,651.64,,,,,,,,,,,,,
260,397,32,143.75,15,143.75,0,,287.5,,,,,,,,,,,,,
260,397,31,105.41,11,105.41,0,,210.82,,,,,,,,,,,,,
260,397,28,86.25,9,86.25,0,,172.5,,,,,,,,,,,,,
260,397,30,105.41,11,105.41,0,,210.82,,,,,,,,,,,,,
260,397,29,95.83,10,95.83,0,,191.66,,,,,,,,,,,,,
260,397,29,105.41,11,105.41,0,,210.82,,,,,,,,,,,,,
